scenario,system,failure_inject_phi,partition,n_trials,stale_rate,stale_ci_lo,stale_ci_hi,availability,avail_ci_lo,avail_ci_hi,failure_rate,percentile_basis,messages_mean,mlat_p50,mlat_p99,i_occupancy,neutro_bool_disagree,status
S1,neutro-einstein-g,0.3,transient,250,0.20699959999999998,0.2039255132,0.2100703844,0.973040004,0.9718667114999999,0.9741866441,0.026959995999999996,all,5.0,2.45053,6.1568704,0.454306656,0.6420666759999999,validated
S1,neutro-hamacher-g,0.0,none,250,0.124186672,0.1217866757,0.12664035199999998,1.0,1.0,1.0,0.0,all,5.0,2.9271424,6.6260988,0.45459733599999996,0.58017332,validated
S1,neutro-hamacher-g,0.0,transient,250,0.155978788,0.1534042817,0.1585798073,0.999626704,0.999493384,0.9997466920000002,0.000373296,all,5.0,2.7351084,6.3655536,0.45585065199999997,0.5755600000000001,validated
S1,neutro-hamacher-g,0.1,none,250,0.13665303599999998,0.134219859,0.13903876149999997,0.9998933440000001,0.9998133520000001,0.9999600040000001,0.000106656,all,5.0,2.8449768000000004,6.5880064,0.454722676,0.6389733160000001,validated
S1,neutro-hamacher-g,0.1,transient,250,0.17085314399999998,0.1680778917,0.1736796285,0.997200072,0.996800064,0.9976001001000001,0.0027999280000000006,all,5.0,2.6451567999999996,6.271206,0.45523466,0.62748,validated
S1,neutro-hamacher-g,0.2,none,250,0.15531754,0.15291799839999998,0.15781997849999999,0.998640064,0.998346756,0.9988934,0.001359936,all,5.0,2.7433471999999997,6.481273600000001,0.45462402400000007,0.6576533159999999,validated
S1,neutro-hamacher-g,0.2,transient,250,0.18933488399999998,0.18656112189999996,0.1919952571,0.9880400200000001,0.9872666676999999,0.9888000481000001,0.011959980000000002,all,5.0,2.5540240000000005,6.2450416,0.45485865999999997,0.648680028,validated
S1,neutro-hamacher-g,0.3,none,250,0.174660908,0.17198078339999995,0.1774079056,0.993773324,0.9932000080000001,0.9943070396000001,0.006226676,all,5.0,2.6306844000000003,6.325296000000001,0.45441866000000003,0.662826636,validated
S1,neutro-hamacher-g,0.3,transient,250,0.20699959999999998,0.2039828302,0.21010254620000002,0.973040004,0.9718800079,0.9742000121000001,0.026959995999999996,all,5.0,2.45053,6.1568704,0.454306656,0.6420666759999999,validated
S1,neutro-krum-g,0.0,none,250,0.124186672,0.1217467075,0.126666688,1.0,1.0,1.0,0.0,all,5.0,2.9271424,6.6260988,0.45459733599999996,0.58017332,validated
S1,neutro-krum-g,0.0,transient,250,0.155978788,0.15338638999999998,0.15847135639999999,0.999626704,0.999493384,0.9997466920000002,0.000373296,all,5.0,2.7351084,6.3655536,0.45585065199999997,0.5755600000000001,validated
S1,neutro-krum-g,0.1,none,250,0.13665303599999998,0.13425548529999998,0.13898786870000002,0.9998933440000001,0.9998133520000001,0.9999600040000001,0.000106656,all,5.0,2.8449768000000004,6.5880064,0.454722676,0.6389733160000001,validated
S1,neutro-krum-g,0.1,transient,250,0.17085314399999998,0.1681465754,0.1736359015,0.997200072,0.9967734279000001,0.9976000601,0.0027999280000000006,all,5.0,2.6451567999999996,6.271206,0.45523466,0.62748,validated
S1,neutro-krum-g,0.2,none,250,0.15531754,0.1528478112,0.15777926920000002,0.998640064,0.9983600599,0.9988934121,0.001359936,all,5.0,2.7433471999999997,6.481273600000001,0.45462402400000007,0.6576533159999999,validated
S1,neutro-krum-g,0.2,transient,250,0.18933488399999998,0.1866997024,0.1919802748,0.9880400200000001,0.9872533398000001,0.9888000361000001,0.011959980000000002,all,5.0,2.5540240000000005,6.2450416,0.45485865999999997,0.648680028,validated
S1,neutro-krum-g,0.3,none,250,0.174660908,0.17192153540000002,0.17743931419999998,0.993773324,0.9932133039,0.9943466561,0.006226676,all,5.0,2.6306844000000003,6.325296000000001,0.45441866000000003,0.662826636,validated
S1,neutro-krum-g,0.3,transient,250,0.20699959999999998,0.2039026235,0.20998448990000002,0.973040004,0.9718263039,0.9741866680000001,0.026959995999999996,all,5.0,2.45053,6.1568704,0.454306656,0.6420666759999999,validated
S1,neutro-median-g,0.0,none,250,0.124186672,0.1217596798,0.1266666282,1.0,1.0,1.0,0.0,all,5.0,2.9271424,6.6260988,0.45459733599999996,0.58017332,validated
S1,neutro-median-g,0.0,transient,250,0.155978788,0.1533975564,0.1585601944,0.999626704,0.999493384,0.999760024,0.000373296,all,5.0,2.7351084,6.3655536,0.45585065199999997,0.5755600000000001,validated
S1,neutro-median-g,0.1,none,250,0.13665303599999998,0.13425142769999998,0.13894756560000002,0.9998933440000001,0.9998133520000001,0.9999600040000001,0.000106656,all,5.0,2.8449768000000004,6.5880064,0.454722676,0.6389733160000001,validated
S1,neutro-median-g,0.1,transient,250,0.17085314399999998,0.1681040821,0.17373718319999998,0.997200072,0.9967997121000001,0.99758676,0.0027999280000000006,all,5.0,2.6451567999999996,6.271206,0.45523466,0.62748,validated
S1,neutro-median-g,0.2,none,250,0.15531754,0.1527826471,0.1577229694,0.998640064,0.9983600759,0.9988933919999999,0.001359936,all,5.0,2.7433471999999997,6.481273600000001,0.45462402400000007,0.6576533159999999,validated
S1,neutro-median-g,0.2,transient,250,0.18933488399999998,0.1865475902,0.192016037,0.9880400200000001,0.9872663276,0.9887870713000001,0.011959980000000002,all,5.0,2.5540240000000005,6.2450416,0.45485865999999997,0.648680028,validated
S1,neutro-median-g,0.3,none,250,0.174660908,0.1718943133,0.1774202521,0.993773324,0.9931999760000001,0.9943333041000001,0.006226676,all,5.0,2.6306844000000003,6.325296000000001,0.45441866000000003,0.662826636,validated
S1,neutro-median-g,0.3,transient,250,0.20699959999999998,0.20401540480000005,0.20992287629999998,0.973040004,0.9718929725000002,0.9742000202,0.026959995999999996,all,5.0,2.45053,6.1568704,0.454306656,0.6420666759999999,validated
S1,neutro-trimmed-g,0.0,none,250,0.124186672,0.12173337590000002,0.12662666,1.0,1.0,1.0,0.0,all,5.0,2.9271424,6.6260988,0.45459733599999996,0.58017332,validated
