scenario,system,failure_inject_phi,partition,n_trials,stale_rate,stale_ci_lo,stale_ci_hi,availability,avail_ci_lo,avail_ci_hi,failure_rate,percentile_basis,messages_mean,mlat_p50,mlat_p99,i_occupancy,neutro_bool_disagree,status
S1,neutro-waa-g-accuracy,0.2,none,250,0.13818022,0.13587961060000003,0.14052535900000002,0.964319992,0.9629600239,0.965639968,0.035680008,all,5.0,2.7600472,6.500113600000001,0.45462402400000007,0.6576533159999999,validated
S1,neutro-waa-g-accuracy,0.2,transient,250,0.14874687600000003,0.14618758809999996,0.1512651968,0.8901200000000001,0.8880399758,0.8922666682,0.10987999999999999,success_only,5.0,2.5997772,6.2958312,0.45485865999999997,0.648680028,validated
S1,neutro-waa-g-accuracy,0.3,none,250,0.144441876,0.14193168890000002,0.14704075789999996,0.9253333279999999,0.9234533319,0.9271599684,0.074666672,success_only,5.0,2.6611368000000004,6.3528096000000005,0.45441866000000003,0.662826636,validated
S1,neutro-waa-g-accuracy,0.3,transient,250,0.15638743600000002,0.15352197790000002,0.1592700568,0.837480012,0.8348793534999999,0.8401069938999999,0.16251998799999998,success_only,5.0,2.5172432,6.2022,0.454306656,0.6420666759999999,validated
S1,neutro-waa-g-cosine,0.0,none,250,0.12226130400000002,0.1197801028,0.12472728229999998,0.997120056,0.9967333638,0.997520056,0.002879944,all,5.0,2.9284160000000004,6.6292384,0.45459733599999996,0.58017332,validated
S1,neutro-waa-g-cosine,0.0,transient,250,0.138487808,0.13593729370000002,0.14106106329999998,0.96706666,0.9657729709,0.9683333244,0.03293334,all,5.0,2.7495588,6.3871512,0.45585065199999997,0.5755600000000001,validated
S1,neutro-waa-g-cosine,0.1,none,250,0.12934890799999998,0.12703620039999997,0.1317363735,0.986599988,0.9857999838,0.9873999843000001,0.013400012000000001,all,5.0,2.8512156,6.590175599999999,0.454722676,0.6389733160000001,validated
S1,neutro-waa-g-cosine,0.1,transient,250,0.14642397199999999,0.1437541352,0.1491371431,0.9389733239999999,0.9372666599,0.9408133366,0.061026675999999995,success_only,5.0,2.6715999999999998,6.309334799999999,0.45523466,0.62748,validated
S1,neutro-waa-g-cosine,0.2,none,250,0.140310876,0.1380924584,0.1425979208,0.966706664,0.9653466719000001,0.9680133084000001,0.033293336,all,5.0,2.75906,6.4989164,0.45462402400000007,0.6576533159999999,validated
S1,neutro-waa-g-cosine,0.2,transient,250,0.154334092,0.1517154186,0.156895373,0.89599998,0.8938400229000001,0.8981599925000001,0.10400002000000001,success_only,5.0,2.5977180000000004,6.292244800000001,0.45485865999999997,0.648680028,validated
S1,neutro-waa-g-cosine,0.3,none,250,0.14817504000000004,0.14553904599999998,0.1508282897,0.9293999839999999,0.9275463073999999,0.9311732967999999,0.07060001600000002,success_only,5.0,2.6590144000000002,6.3486312,0.45441866000000003,0.662826636,validated
S1,neutro-waa-g-cosine,0.3,transient,250,0.163437108,0.1605808128,0.16628780289999998,0.844506672,0.8418933358999999,0.8469999964,0.155493328,success_only,5.0,2.5155584,6.205469999999999,0.454306656,0.6420666759999999,validated
S1,neutro-waa-g-truth_weighted,0.0,none,250,0.12412793999999999,0.12166510340000002,0.12663189009999998,0.9998266840000001,0.99973336,0.999906676,0.000173316,all,5.0,2.9274312,6.6263264,0.45459733599999996,0.58017332,validated
S1,neutro-waa-g-truth_weighted,0.0,transient,250,0.15443933999999998,0.1518432515,0.15709028239999998,0.994320032,0.9937729920999999,0.9948400522000002,0.0056799680000000005,all,5.0,2.739156,6.3694416,0.45585065199999997,0.5755600000000001,validated
S1,neutro-waa-g-truth_weighted,0.1,none,250,0.13599882800000002,0.13367282149999998,0.13843375890000004,0.9975467680000001,0.997200084,0.9978801081,0.0024532320000000005,all,5.0,2.8467868,6.5863372,0.454722676,0.6389733160000001,validated
S1,neutro-waa-g-truth_weighted,0.1,transient,250,0.16665401200000002,0.1639450108,0.1694168572,0.982480012,0.9815866594999999,0.9833733523000001,0.017519987999999997,all,5.0,2.6561036,6.2834452,0.45523466,0.62748,validated
S1,neutro-waa-g-truth_weighted,0.2,none,250,0.153146196,0.1507046024,0.15558424629999995,0.991333324,0.9906399799000001,0.9919736916999999,0.008666676000000002,all,5.0,2.7495612,6.488451599999999,0.45462402400000007,0.6576533159999999,validated
S1,neutro-waa-g-truth_weighted,0.2,transient,250,0.184109576,0.18130066299999997,0.18687982020000002,0.9666400480000001,0.9653600318000001,0.9679067162,0.033359952000000005,all,5.0,2.568518,6.2580036,0.45485865999999997,0.648680028,validated
S1,neutro-waa-g-truth_weighted,0.3,none,250,0.17066044400000002,0.16794831190000004,0.1734178139,0.97865332,0.9776800079,0.9796266401,0.02134668,all,5.0,2.640448,6.337928799999999,0.45441866000000003,0.662826636,validated
S1,neutro-waa-g-truth_weighted,0.3,transient,250,0.20052205999999997,0.1975652934,0.2034371064,0.946146676,0.944586672,0.9476800121000001,0.053853324,success_only,5.0,2.4692348,6.165376400000001,0.454306656,0.6420666759999999,validated
S1,neutro-wga,0.0,none,250,0.11037170800000001,0.1074939286,0.11323121099999997,0.6536266319999999,0.6502399556000001,0.656919952,0.34637336799999996,success_only,5.0,2.9975772000000003,6.664128400000001,0.45459733599999996,0.58017332,validated
S1,neutro-wga,0.0,transient,250,0.11013442800000002,0.10653521649999999,0.11388147909999999,0.40946666,0.40578667530000007,0.4129333044,0.5905333399999999,success_only,5.0,2.9105512,6.383762399999999,0.45585065199999997,0.5755600000000001,validated
S1,neutro-wga,0.1,none,250,0.10609224,0.1027397799,0.10931575249999999,0.42719998800000003,0.4236666677,0.4306266601,0.5728000120000001,success_only,5.0,2.9687072,6.6254572,0.454722676,0.6389733160000001,validated
S1,neutro-wga,0.1,transient,250,0.10933649599999999,0.1052845189,0.11355945049999999,0.318493332,0.31513331940000006,0.3218270515,0.681506668,success_only,5.0,2.764786,6.2070396,0.45523466,0.62748,validated
S1,neutro-wga,0.2,none,250,0.10905456399999999,0.104939813,0.1129822541,0.30072000000000004,0.29732000369999995,0.3040669933,0.69928,success_only,5.0,2.8684472,6.3943012,0.45462402400000007,0.6576533159999999,validated
S1,neutro-wga,0.2,transient,250,0.11715742,0.1130193676,0.121274352,0.266559992,0.26337334389999995,0.2696799843,0.7334400079999999,success_only,5.0,2.5929596,6.0242384,0.45485865999999997,0.648680028,validated
S1,neutro-wga,0.3,none,250,0.112103032,0.10754761880000001,0.1167473934,0.24072001999999998,0.23769334,0.2438133641,0.7592799800000001,success_only,5.0,2.6737471999999998,6.1172968,0.45441866000000003,0.662826636,validated
S1,neutro-wga,0.3,transient,250,0.13121734399999996,0.12652878069999998,0.13591542809999999,0.25629335200000003,0.2533600118,0.2592533526,0.743706648,success_only,5.0,2.3911948,5.8518804,0.454306656,0.6420666759999999,validated
S1,neutro-wga-g,0.0,none,250,0.124186672,0.12176001129999998,0.12665366139999998,1.0,1.0,1.0,0.0,all,5.0,2.9271424,6.6260988,0.45459733599999996,0.58017332,validated
S1,neutro-wga-g,0.0,transient,250,0.155978788,0.1533788795,0.15853749169999998,0.999626704,0.999493384,0.9997466920000001,0.000373296,all,5.0,2.7351084,6.3655536,0.45585065199999997,0.5755600000000001,validated
S1,neutro-wga-g,0.1,none,250,0.13665303599999998,0.13430956300000002,0.13907799109999996,0.9998933440000001,0.9998133520000001,0.9999600040000001,0.000106656,all,5.0,2.8449768000000004,6.5880064,0.454722676,0.6389733160000001,validated
S1,neutro-wga-g,0.1,transient,250,0.17085314399999998,0.16803552969999996,0.1735571164,0.997200072,0.9968000516000001,0.9975870886000001,0.0027999280000000006,all,5.0,2.6451567999999996,6.271206,0.45523466,0.62748,validated
S1,neutro-wga-g,0.2,none,250,0.15531754,0.15279131359999998,0.15788093979999998,0.998640064,0.998360072,0.998906728,0.001359936,all,5.0,2.7433471999999997,6.481273600000001,0.45462402400000007,0.6576533159999999,validated
S1,neutro-wga-g,0.2,transient,250,0.18933488399999998,0.1865459333,0.19207599170000003,0.9880400200000001,0.9872400077000001,0.9888000202000001,0.011959980000000002,all,5.0,2.5540240000000005,6.2450416,0.45485865999999997,0.648680028,validated
S1,neutro-wga-g,0.3,none,250,0.174660908,0.1719746222,0.1774808193,0.993773324,0.9931866560000001,0.9943200159999999,0.006226676,all,5.0,2.6306844000000003,6.325296000000001,0.45441866000000003,0.662826636,validated
S1,neutro-wga-g,0.3,transient,250,0.20699959999999998,0.20404136609999998,0.20996346219999998,0.973040004,0.971853344,0.9742000281,0.026959995999999996,all,5.0,2.45053,6.1568704,0.454306656,0.6420666759999999,validated
S1,pbs-quorum,0.0,none,250,0.273266648,0.2702799837,0.2762403093,1.0,1.0,1.0,0.0,all,3.0,1.8685311999999998,3.5510572000000002,0.45459733599999996,0.58017332,validated
S1,pbs-quorum,0.0,transient,250,0.27082438799999997,0.26767390420000003,0.27401343489999996,0.999626704,0.999493384,0.999760024,0.000373296,all,3.0,1.8779659999999998,4.1470004,0.45585065199999997,0.5755600000000001,validated
S1,pbs-quorum,0.1,none,250,0.27224070800000005,0.26914615419999993,0.2754035356999999,0.9998933440000001,0.999813352,0.9999600040000001,0.000106656,all,3.0,1.9162476,3.8349472000000002,0.454722676,0.6389733160000001,validated
S1,pbs-quorum,0.1,transient,250,0.26905834000000006,0.2659600071,0.27212542589999994,0.997200072,0.9968000759,0.9976000799999999,0.0027999280000000006,all,3.0,1.9270767999999998,4.521352800000001,0.45523466,0.62748,validated
S1,pbs-quorum,0.2,none,250,0.272452672,0.26960913480000004,0.2752905042,0.998640064,0.9983600759,0.9988934001000002,0.001359936,all,3.0,1.9370983999999998,4.171540800000001,0.45462402400000007,0.6576533159999999,validated
S1,pbs-quorum,0.2,transient,250,0.270078364,0.2669220064,0.2730497563,0.9880400200000001,0.9872400279000001,0.9888267000000001,0.011959980000000002,all,3.0,1.9570083999999999,4.8474276,0.45485865999999997,0.648680028,validated
S1,pbs-quorum,0.3,none,250,0.269831644,0.26654163630000005,0.2732608664,0.993773324,0.9932266558999999,0.9943466519999999,0.006226676,all,3.0,1.9521792,4.5874956000000005,0.45441866000000003,0.662826636,validated
S1,pbs-quorum,0.3,transient,250,0.26832214,0.2650488602,0.2716473811999999,0.973040004,0.9718929797000001,0.9741866801,0.026959995999999996,all,3.0,1.976118,4.96722,0.454306656,0.6420666759999999,validated
S1,prob-gate,0.0,none,250,0.123685824,0.12128779160000001,0.1261544287,0.9981334160000002,0.9978400759000001,0.9984267520000001,0.0018665840000000001,all,5.0,2.9283167999999997,6.628181200000001,0.45459733599999996,0.58017332,validated
S1,prob-gate,0.0,transient,250,0.15574432400000002,0.1531926642,0.1583166541,0.9987334000000001,0.9984667399,0.9989867240000001,0.0012665999999999999,all,5.0,2.7356643999999997,6.3662872,0.45585065199999997,0.5755600000000001,validated
S1,prob-gate,0.1,none,250,0.13626612,0.1339053547,0.1386559179,0.9982401,0.9979201198,0.998533436,0.0017599,all,5.0,2.8458959999999998,6.586296,0.454722676,0.6389733160000001,validated
S1,prob-gate,0.1,transient,250,0.170771244,0.1679200409,0.1735969005,0.9965733959999998,0.9961333880000001,0.9970000562000001,0.003426604,all,5.0,2.6453056,6.2718864000000005,0.45523466,0.62748,validated
S1,prob-gate,0.2,none,250,0.15498152399999998,0.1526182707,0.1574684225,0.9973600640000001,0.9969467358999999,0.9977600601,0.0026399360000000007,all,5.0,2.7440644,6.4826716,0.45462402400000007,0.6576533159999999,validated
S1,prob-gate,0.2,transient,250,0.18928508,0.1865350214,0.19198739390000003,0.9875333439999999,0.9867333319,0.988306668,0.012466656,all,5.0,2.5542184,6.245536,0.45485865999999997,0.648680028,validated
S1,prob-gate,0.3,none,250,0.17447582799999997,0.1716147345,0.1772746505,0.992999984,0.9923999760000002,0.99358666,0.007000016,all,5.0,2.6310843999999998,6.325925600000001,0.45441866000000003,0.662826636,validated
S1,prob-gate,0.3,transient,250,0.206869512,0.2039440336,0.2099254645,0.972679996,0.971493324,0.9738266602000001,0.027320004,all,5.0,2.4509696000000005,6.1562456,0.454306656,0.6420666759999999,validated
S1,quorum-bool,0.0,none,250,0.108068928,0.1045384404,0.1115495758,0.41982668,0.4164133478,0.42334668410000004,0.58017332,success_only,5.0,1.8458560000000002,3.3755252000000002,0.45459733599999996,0.58017332,validated
S1,quorum-bool,0.0,transient,250,0.086592368,0.08340258779999998,0.08972733239999998,0.42406665200000004,0.42055999159999996,0.4274932929,0.5759333480000001,success_only,5.0,1.8465308,3.813776,0.45585065199999997,0.5755600000000001,validated
S1,quorum-bool,0.1,none,250,0.105762552,0.10238462240000001,0.1091653623,0.360920008,0.3578933438,0.36398702870000005,0.639079992,success_only,5.0,1.891222,3.52933,0.454722676,0.6389733160000001,validated
S1,quorum-bool,0.1,transient,250,0.08874411600000001,0.0854213923,0.09213359019999999,0.369720004,0.3666000279,0.3728536881,0.6302799960000001,success_only,5.0,1.8845568000000001,4.0397108,0.45523466,0.62748,validated
S1,quorum-bool,0.2,none,250,0.10094886,0.09735902240000001,0.1044538676,0.340986684,0.33762667949999997,0.34426667999999994,0.659013316,success_only,5.0,1.9122536,3.8435324,0.45462402400000007,0.6576533159999999,validated
S1,quorum-bool,0.2,transient,250,0.09344891599999999,0.09002729479999999,0.09696720810000001,0.3393600319999999,0.33592004750000004,0.34278701720000004,0.6606399679999999,success_only,5.0,1.9139659999999998,4.3704412,0.45485865999999997,0.648680028,validated
S1,quorum-bool,0.3,none,250,0.096691632,0.0930055781,0.10039447750000001,0.33094666399999995,0.327759992,0.3342000003,0.6690533359999999,success_only,5.0,1.9215132,4.1806648,0.45441866000000003,0.662826636,validated
S1,quorum-bool,0.3,transient,250,0.10251012,0.09847092999999998,0.1063780811,0.330973328,0.3275733117,0.3343470167,0.669026672,success_only,5.0,1.9364172,4.5269796,0.454306656,0.6420666759999999,validated
S1,raft-lww,0.0,none,250,0.0,0.0,0.0,1.0,1.0,1.0,0.0,all,1.0,1.8066327999999998,5.2013136,0.45459733599999996,0.58017332,validated
S1,raft-lww,0.0,transient,250,0.0,0.0,0.0,0.499733356,0.4962530692,0.5032533723,0.500266644,success_only,1.0,1.7985296,5.1029268000000005,0.45585065199999997,0.5755600000000001,validated
S1,raft-lww,0.1,none,250,0.0,0.0,0.0,0.9007066600000001,0.8985066678,0.9030399843,0.09929334,success_only,1.0,1.8009408,5.161366,0.454722676,0.6389733160000001,validated
S1,raft-lww,0.1,transient,250,0.0,0.0,0.0,0.45161335199999997,0.44810669570000006,0.45526703620000003,0.5483866479999999,success_only,1.0,1.8029248,5.1249912,0.45523466,0.62748,validated
S1,raft-lww,0.2,none,250,0.0,0.0,0.0,0.7990666760000001,0.796332964,0.8020666801,0.200933324,success_only,1.0,1.8025188,5.212604,0.45462402400000007,0.6576533159999999,validated
S1,raft-lww,0.2,transient,250,0.0,0.0,0.0,0.397679976,0.3939462909,0.4013603293,0.602320024,success_only,1.0,1.8031716000000002,4.9638976,0.45485865999999997,0.648680028,validated
S1,raft-lww,0.3,none,250,0.0,0.0,0.0,0.7003333559999999,0.6972126693,0.7035336974999999,0.29966664400000004,success_only,1.0,1.8046415999999998,5.171914,0.45441866000000003,0.662826636,validated
S1,raft-lww,0.3,transient,250,0.0,0.0,0.0,0.35172002,0.3483466958,0.3550137081,0.64827998,success_only,1.0,1.8058348000000002,4.9950079999999994,0.454306656,0.6420666759999999,validated
S1,single-peer,0.0,none,250,0.32866668400000004,0.32558669539999996,0.3316536617,1.0,1.0,1.0,0.0,all,1.0,1.7945176,5.123025999999999,0.45459733599999996,0.58017332,validated
S1,single-peer,0.0,transient,250,0.330190276,0.32695341819999996,0.333374881,0.999626704,0.999493384,0.9997466920000002,0.000373296,all,1.0,1.8008267999999998,5.127500400000001,0.45585065199999997,0.5755600000000001,validated
S1,single-peer,0.1,none,250,0.32710048,0.3236079098,0.3306788882,0.9998933440000001,0.9998133520000001,0.9999600040000001,0.000106656,all,1.0,1.8028348,5.1779063999999995,0.454722676,0.6389733160000001,validated
S1,single-peer,0.1,transient,250,0.32735746,0.324046542,0.3305244113,0.997200072,0.9967867480000001,0.9976000681000002,0.0027999280000000006,all,1.0,1.8025156000000002,5.1927548,0.45523466,0.62748,validated
S1,single-peer,0.2,none,250,0.32793645600000004,0.3247598987,0.3310495137,0.998640064,0.9983600759000001,0.9989067161000001,0.001359936,all,1.0,1.7963812,5.1771272,0.45462402400000007,0.6576533159999999,validated
S1,single-peer,0.2,transient,250,0.327482692,0.32422096499999997,0.33061251250000007,0.9880400200000001,0.9872400239000001,0.9887867001,0.011959980000000002,all,1.0,1.7978044,5.196939599999999,0.45485865999999997,0.648680028,validated
S1,single-peer,0.3,none,250,0.32646819600000004,0.32330519780000005,0.32957889659999995,0.993773324,0.9931999679,0.9943333082000001,0.006226676,all,1.0,1.802884,5.198650799999999,0.45441866000000003,0.662826636,validated
S1,single-peer,0.3,transient,250,0.325220148,0.32172386220000004,0.3287390636,0.973040004,0.9718800159000001,0.9742133,0.026959995999999996,all,1.0,1.7976775999999999,5.1652428,0.454306656,0.6420666759999999,validated
S2,centralized,0.0,none,250,0.0,0.0,0.0,1.0,1.0,1.0,0.0,all,1.0,1.8033728,5.1119476,0.420330652,0.500560028,validated
S2,centralized,0.0,transient,250,0.0,0.0,0.0,0.49861334399999996,0.4950799955,0.5022800121000001,0.5013866560000001,success_only,1.0,1.8107676,5.0927276,0.420560044,0.44441334000000005,validated
S2,centralized,0.1,none,250,0.0,0.0,0.0,0.8995866800000001,0.8974000037000001,0.9017733562000002,0.10041332,success_only,1.0,1.8083388,5.263438,0.420410664,0.5398399920000001,validated
S2,centralized,0.1,transient,250,0.0,0.0,0.0,0.452560004,0.44885301439999997,0.4563199964,0.547439996,success_only,1.0,1.8024155999999998,5.1653868,0.41890930000000004,0.47024001600000004,validated
S2,centralized,0.2,none,250,0.0,0.0,0.0,0.799799984,0.797066299,0.80263998,0.20020001599999998,success_only,1.0,1.7992232,5.130689599999999,0.41984534,0.5324666600000001,validated
S2,centralized,0.2,transient,250,0.0,0.0,0.0,0.40217333600000005,0.3986533677,0.4055736852,0.5978266640000001,success_only,1.0,1.8025044,4.9833164,0.42023200400000005,0.46070668800000003,validated
S2,centralized,0.3,none,250,0.0,0.0,0.0,0.700040004,0.696773324,0.7032936850999999,0.299959996,success_only,1.0,1.8014063999999999,5.0821156,0.42004799600000003,0.500960008,validated
S2,centralized,0.3,transient,250,0.0,0.0,0.0,0.34878668799999996,0.34535967889999997,0.35225369329999995,0.651213312,success_only,1.0,1.7889099999999998,4.925215199999999,0.42063731600000004,0.42628000000000005,validated
S2,freshness-slo,0.0,none,250,0.019333868,0.017917717,0.020760794499999995,0.508373328,0.5049866594,0.5118933125,0.49162667200000004,success_only,5.0,2.9184164,6.582246,0.420330652,0.500560028,validated
S2,freshness-slo,0.0,transient,250,0.058303464,0.0560864628,0.0605665937,0.534600012,0.5310929953,0.5381866885,0.465399988,success_only,5.0,2.7084507999999996,6.398642799999999,0.420560044,0.44441334000000005,validated
S2,freshness-slo,0.1,none,250,0.034453727999999996,0.0326964719,0.0361959127,0.520653328,0.5170666838,0.5243070049,0.47934667200000003,success_only,5.0,2.8267763999999995,6.5034948,0.420410664,0.5398399920000001,validated
S2,freshness-slo,0.1,transient,250,0.08466437200000002,0.08208137260000001,0.08718986479999999,0.543786672,0.5403863230000001,0.5472666411999999,0.45621332800000003,success_only,5.0,2.6349296,6.2927604,0.41890930000000004,0.47024001600000004,validated
S2,freshness-slo,0.2,none,250,0.059572876000000004,0.057331587999999996,0.0617967039,0.535826676,0.5325463466,0.5391470445,0.464173324,success_only,5.0,2.720622,6.3509215999999995,0.41984534,0.5324666600000001,validated
S2,freshness-slo,0.2,transient,250,0.10722412799999999,0.1042133547,0.11024445029999999,0.5395866560000001,0.5359066599000001,0.5433333083,0.46041334400000006,success_only,5.0,2.5400411999999997,6.0804292,0.42023200400000005,0.46070668800000003,validated
S2,freshness-slo,0.3,none,250,0.08696546399999999,0.0841887565,0.089791533,0.541586652,0.5379063036,0.5451336491000001,0.458413348,success_only,5.0,2.6212611999999997,6.204428,0.42004799600000003,0.500960008,validated
S2,freshness-slo,0.3,transient,250,0.135848552,0.13260581730000004,0.1391713283,0.533506676,0.5297730145999999,0.5373740226,0.46649332400000004,success_only,5.0,2.4478512,5.9396059999999995,0.42063731600000004,0.42628000000000005,validated
S2,lww-crdt,0.0,none,250,0.43816000000000005,0.43468000790000005,0.441586672,1.0,1.0,1.0,0.0,all,5.0,2.92448,6.6622864,0.420330652,0.500560028,validated
S2,lww-crdt,0.0,transient,250,0.391802012,0.38834602279999997,0.3954075313,0.999386704,0.9992000360000002,0.9995600320000001,0.000613296,all,5.0,2.7210948,6.4422572,0.420560044,0.44441334000000005,validated
S2,lww-crdt,0.1,none,250,0.414745428,0.41127602239999994,0.41817203910000006,0.9997466920000001,0.999626704,0.9998533480000001,0.00025330800000000005,all,5.0,2.8342424,6.5961376,0.420410664,0.5398399920000001,validated
S2,lww-crdt,0.1,transient,250,0.380411532,0.37687994269999997,0.3839336073,0.996373364,0.9959333760000001,0.9968000201,0.0036266360000000004,all,5.0,2.6429,6.3652464,0.41890930000000004,0.47024001600000004,validated
S2,lww-crdt,0.2,none,250,0.391646204,0.3879698246,0.3953384331,0.998320072,0.99802674,0.9986134001,0.001679928,all,5.0,2.7338915999999998,6.453168400000001,0.41984534,0.5324666600000001,validated
S2,lww-crdt,0.2,transient,250,0.373827744,0.3703755161,0.37741115799999997,0.98782668,0.9870266959000001,0.9886133683,0.01217332,all,5.0,2.5493636,6.196286400000001,0.42023200400000005,0.46070668800000003,validated
S2,lww-crdt,0.3,none,250,0.38072513199999997,0.37722110559999994,0.38430888570000005,0.993106712,0.9925467439,0.9936534122,0.006893288,all,5.0,2.625014,6.274211200000001,0.42004799600000003,0.500960008,validated
S2,lww-crdt,0.3,transient,250,0.372667476,0.3692566466,0.37628764629999994,0.971400004,0.9701599879,0.9726133281,0.028599995999999996,all,5.0,2.4488408,6.068702799999999,0.42063731600000004,0.42628000000000005,validated
S2,naive-cache,0.0,none,250,0.506693336,0.503213003,0.5102669812,1.0,1.0,1.0,0.0,all,0.0,0.2,0.2,0.420330652,0.500560028,validated
S2,naive-cache,0.0,transient,250,0.50655998,0.502639647,0.5104932924000001,1.0,1.0,1.0,0.0,all,0.0,0.2,0.2,0.420560044,0.44441334000000005,validated
S2,naive-cache,0.1,none,250,0.5058266640000001,0.5025199879,0.5091199923,1.0,1.0,1.0,0.0,all,0.0,0.2,0.2,0.420410664,0.5398399920000001,validated
S2,naive-cache,0.1,transient,250,0.5062133080000001,0.5025729787,0.5098936490000001,1.0,1.0,1.0,0.0,all,0.0,0.2,0.2,0.41890930000000004,0.47024001600000004,validated
S2,naive-cache,0.2,none,250,0.507746664,0.5041866519,0.5112666643000001,1.0,1.0,1.0,0.0,all,0.0,0.2,0.2,0.41984534,0.5324666600000001,validated
S2,naive-cache,0.2,transient,250,0.510199988,0.5066263264,0.5137066603000001,1.0,1.0,1.0,0.0,all,0.0,0.2,0.2,0.42023200400000005,0.46070668800000003,validated
S2,naive-cache,0.3,none,250,0.506106672,0.5024263234,0.5098533442000001,1.0,1.0,1.0,0.0,all,0.0,0.2,0.2,0.42004799600000003,0.500960008,validated
S2,naive-cache,0.3,transient,250,0.507199992,0.5036263304,0.5108133163,1.0,1.0,1.0,0.0,all,0.0,0.2,0.2,0.42063731600000004,0.42628000000000005,validated
S2,neutro-aczel_alsina-g,0.0,none,250,0.165095628,0.16178819920000004,0.16844825559999999,0.64944002,0.6459466919,0.6528803648,0.35055998,success_only,5.0,2.929268,6.5930159999999995,0.420330652,0.500560028,validated
S2,neutro-aczel_alsina-g,0.0,transient,250,0.15838590000000002,0.1551217318,0.1616116454,0.6041333360000001,0.6008266719,0.6074536690000001,0.39586666400000003,success_only,5.0,2.7443184,6.424869200000001,0.420560044,0.44441334000000005,validated
S2,neutro-aczel_alsina-g,0.1,none,250,0.16217994,0.15871598699999998,0.1657199395,0.6244800319999999,0.6209067155999999,0.6279600008,0.37551996800000004,success_only,5.0,2.8481004000000003,6.5349696,0.420410664,0.5398399920000001,validated
S2,neutro-aczel_alsina-g,0.1,transient,250,0.165259776,0.1618814932,0.1684912613,0.595440012,0.5918796632999999,0.5990003368,0.404559988,success_only,5.0,2.6650456000000005,6.3305164,0.41890930000000004,0.47024001600000004,validated
S2,neutro-aczel_alsina-g,0.2,none,250,0.161553992,0.15810911410000003,0.16513197159999998,0.606,0.6025463264,0.6093603600000002,0.394,success_only,5.0,2.7483924,6.383156,0.41984534,0.5324666600000001,validated
S2,neutro-aczel_alsina-g,0.2,transient,250,0.17077505199999998,0.1670535725,0.17436772189999997,0.574573328,0.5708399794999999,0.5782799764000001,0.42542667200000006,success_only,5.0,2.5643796,6.145436000000001,0.42023200400000005,0.46070668800000003,validated
S2,neutro-aczel_alsina-g,0.3,none,250,0.164962344,0.1615912974,0.1683485569,0.5839999880000001,0.5804266511,0.5877066402,0.41600001200000003,success_only,5.0,2.6460612,6.2320968,0.42004799600000003,0.500960008,validated
S2,neutro-aczel_alsina-g,0.3,transient,250,0.183788028,0.18020974739999998,0.18743411280000002,0.555666664,0.5519866713,0.5594669771,0.44433333599999997,success_only,5.0,2.467308,5.984162399999999,0.42063731600000004,0.42628000000000005,validated
S2,neutro-bonferroni-g,0.0,none,250,0.24468920800000002,0.2416216595,0.24767879439999999,0.9735866639999999,0.9725066399000001,0.9746933243000001,0.026413336000000003,all,5.0,2.9305284,6.6700476,0.420330652,0.500560028,validated
S2,neutro-bonferroni-g,0.0,transient,250,0.23475004000000002,0.2315773942,0.23803748689999998,0.8692666079999999,0.866933264,0.8714532723,0.13073339200000003,success_only,5.0,2.7664892,6.4785888,0.420560044,0.44441334000000005,validated
S2,neutro-bonferroni-g,0.1,none,250,0.24359436399999998,0.24034959059999997,0.2469176431,0.9369199919999999,0.9353599915999999,0.9385066520999998,0.063080008,success_only,5.0,2.8521296,6.6123496,0.420410664,0.5398399920000001,validated
S2,neutro-bonferroni-g,0.1,transient,250,0.23021261599999998,0.2270094341,0.2335571342,0.803319984,0.8006933036,0.8059866366000001,0.19668001599999999,success_only,5.0,2.7210524,6.440582,0.41890930000000004,0.47024001600000004,validated
S2,neutro-bonferroni-g,0.2,none,250,0.23956878,0.236123941,0.2429723395,0.8771599959999998,0.8748399914999999,0.8793336536999999,0.12284000399999999,success_only,5.0,2.776514,6.5114416,0.41984534,0.5324666600000001,validated
S2,neutro-bonferroni-g,0.2,transient,250,0.221413924,0.2180906762,0.22487035619999998,0.7210933479999999,0.7178396557,0.7243466763,0.27890665200000003,success_only,5.0,2.6638964,6.249308,0.42023200400000005,0.46070668800000003,validated
S2,neutro-bonferroni-g,0.3,none,250,0.2326875,0.2293018361,0.23591538870000003,0.793200012,0.7904130223000001,0.7960003681999999,0.20679998800000002,success_only,5.0,2.7073748,6.3348472000000005,0.42004799600000003,0.500960008,validated
S2,neutro-bonferroni-g,0.3,transient,250,0.21701868400000002,0.2135724587,0.22062752570000002,0.6277066560000001,0.6244796439,0.6309870084,0.372293344,success_only,5.0,2.6082104,6.2079824,0.42063731600000004,0.42628000000000005,validated
S2,neutro-dombi-g,0.0,none,250,0.20004888799999998,0.19701015110000003,0.2030177207,0.869813316,0.8673466636999999,0.8724266442,0.13018668400000002,success_only,5.0,2.9294520000000004,6.6801952,0.420330652,0.500560028,validated
S2,neutro-dombi-g,0.0,transient,250,0.20158027600000003,0.1982810735,0.20484850759999998,0.800280008,0.797479671,0.8030000123000001,0.19971999199999999,success_only,5.0,2.7532224,6.465414,0.420560044,0.44441334000000005,validated
